"Time_of_Day","Process_Name","PID","Operation","Path","Result","Detail"
"10:57:52.4908779 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4909091 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4913079 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4913555 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4913847 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4914187 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4914497 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4917959 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4921508 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4922241 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4922493 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4922812 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4923131 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4923433 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4929711 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4930075 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4930322 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4930627 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4930924 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4931213 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4932941 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4933248 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4933489 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4933933 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4934225 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4934531 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4936474 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4936766 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4939466 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4939940 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4940275 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4940588 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4943053 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4943395 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4943633 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4943931 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4944234 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4944523 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4948663 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4949000 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4949242 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4949690 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4950000 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4950294 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4951985 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:57:52.4952274 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4952501 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4953095 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4953412 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:57:52.4953702 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:00.0210630 AM","svchost.exe","612","RegCreateKey","HKLM\SOFTWARE\Microsoft\Windows\CurrentVersion\VFUProvider","SUCCESS","Desired Access: All Access, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:01.3011078 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:01.3011840 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:01.3012083 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:01.3012384 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:01.3012673 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:01.3012946 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5107631 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5108159 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5108416 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5108736 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5109035 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5109322 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5115673 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5116256 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5116511 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5116831 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5117149 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5117447 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5120058 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5120373 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5120737 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5121027 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5121311 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5121605 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5124544 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5124986 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5125225 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5125657 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5126076 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5126360 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5127951 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5128242 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5128476 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5128772 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5129064 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5129364 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5133886 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5134280 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5134665 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5134985 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5135286 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5135579 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5137254 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5137552 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5137787 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5138082 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5138368 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5138773 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5141715 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5142170 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5142459 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5142808 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5143130 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5143441 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5145352 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:12.5145651 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5145888 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5146183 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5146474 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:12.5147035 AM","svchost.exe","1228","RegCreateKey","HKLM\SOFTWARE\Policies\Microsoft\Windows\DeliveryOptimization","ACCESS DENIED","Desired Access: Query Value"
"10:58:16.7004781 AM","Registry","88","WriteFile","C:\Users\IEUser\ntuser.dat.LOG1","SUCCESS","Offset: 61,440, Length: 167,936, I/O Flags: Non-cached, Priority: Normal"
"10:58:16.7014988 AM","Registry","88","WriteFile","C:\Users\IEUser\AppData\Local\Microsoft\Windows\UsrClass.dat.LOG2","SUCCESS","Offset: 53,248, Length: 20,480, I/O Flags: Non-cached, Priority: Normal"
"10:58:20.8248069 AM","svchost.exe","760","WriteFile","C:\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx","SUCCESS","Offset: 15,339,520, Length: 512"
"10:58:20.8248406 AM","svchost.exe","760","WriteFile","C:\Windows\System32\winevt\Logs\Microsoft-Windows-Store%4Operational.evtx","SUCCESS","Offset: 15,385,664, Length: 1,584"
"10:58:27.0005118 AM","Registry","88","WriteFile","C:\Windows\System32\config\SOFTWARE.LOG1","SUCCESS","Offset: 278,528, Length: 28,672, I/O Flags: Non-cached, Priority: Normal"
"10:58:28.0721687 AM","svchost.exe","736","CreateFile","C:\ProgramData\Microsoft\Windows\AppRepository\Packages\Microsoft.Windows.ContentDeliveryManager_10.0.17134.1_neutral_neutral_cw5n1h2txyewy\S-1-5-21-1058341133-2092417715-4019509128-1000.pckgdep","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Sequential Access, Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"10:58:28.0727233 AM","svchost.exe","736","CreateFile","C:\Windows\apppatch\sysmain.sdb","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: N, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"10:58:28.0730770 AM","svchost.exe","736","RegDeleteKey","\REGISTRY\A\{4956da76-06c6-4c63-8b58-31c4a347ab8b}\WorkItems\{e5312ee6-28f3-4046-90d3-e44ae8ef0762}","SUCCESS",""
"10:58:28.0732216 AM","sihost.exe","2356","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\BackgroundAccessApplications","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:28.0734085 AM","sihost.exe","2356","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\BackgroundAccessApplications","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:28.0734844 AM","sihost.exe","2356","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\BackgroundAccessApplications","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:28.0735835 AM","sihost.exe","2356","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\BackgroundAccessApplications","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
"10:58:28.0736785 AM","sihost.exe","2356","RegCreateKey","HKCU\Software\Microsoft\Windows\CurrentVersion\BackgroundAccessApplications","SUCCESS","Desired Access: Read/Write, Disposition: REG_OPENED_EXISTING_KEY"
