"Time_of_Day","Process_Name","PID","Operation","Path","Result","Detail"
"12:09:21.3759243 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: n/a, ShareMode: Read, AllocationSize: n/a, OpenResult: Opened"
"12:09:21.3760014 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:09:21.3761875 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Raec25ph4sudbf0hAaq5ehw3Nf","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:09:21.3762730 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"12:09:21.3764037 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Raec25ph4sudbf0hAaq5ehw3Nf","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, Write, Delete, AllocationSize: n/a"
"12:09:21.3764816 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:{4c8cc155-6c1e-11d1-8e41-00c04fb9386d}","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3765294 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3765722 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3766141 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3766886 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3767314 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3767733 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3768149 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3768568 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3769107 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3769515 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3769934 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3770379 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3771655 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3772074 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3772482 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3772893 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3773303 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3817116 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_DocumentSummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3817756 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3818220 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3818653 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3826841 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3827322 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3827755 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3828283 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3828827 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SummaryInformation","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3829246 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3829657 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3830073 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3830487 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_SebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3831023 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3832040 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3832484 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3832917 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3833487 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3833937 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3834378 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3834814 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3835334 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3835909 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3836342 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3836772 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3837211 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3837912 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3838351 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3838778 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3839217 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3839644 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3840541 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3840969 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_OzngklrtOwudrp0bAayojd1qWh","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3841399 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3841826 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3842390 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
"12:09:21.3842826 PM","explorer.exe","1568","CreateFile","C:\Documents and Settings\Administrator\Desktop\Virus\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a\HackTool.Win32.EmailCrack.a.exe:Docf_QebiesnrMkudrfcoIaamtykdDa","NAME NOT FOUND","Desired Access: Generic Read, Disposition: Open, Options: , Attributes: N, ShareMode: Read, AllocationSize: n/a"
